"","word","n","exNum"
"14945","buttered",1,0
"14946","buzz",1,0
"14947","buzzfeed",1,0
"14948","buzzing",1,0
"14949","buzzwords",1,0
"14950","bvleiee",1,0
"14951","byetpdy",1,0
"14952","bylaw",1,0
"14953","byoo",1,0
"14954","bypass",1,0
"14955","byproduct",1,0
"14956","byrhtnoth's",1,0
"14957","byrth",1,0
"14958","byrthtnoth",1,0
"14959","byrthtnoth's",1,0
"14960","byspel",1,0
"14961","byte",1,0
"14962","bywatch",1,0
"14963","byxor",1,0
"14964","byzantine",1,0
"14965","c'est",1,0
"14966","cabin",1,0
"14967","cabinet",1,0
"14968","cable",1,0
"14969","cables",1,0
"14970","cachet",1,0
"14971","cactus",1,0
"14972","cad",1,0
"14973","cadavers",1,0
"14974","cadence",1,0
"14975","caesars",1,0
"14976","cafaaayy",1,0
"14977","caff",1,0
"14978","caff's",1,0
"14979","cage",1,0
"14980","cain",1,0
"14981","cairo",1,0
"14982","calamities",1,0
"14983","calamity",1,0
"14984","calchas",1,0
"14985","calculators",1,0
"14986","calderwood",1,0
"14987","caliber",1,0
"14988","callback",1,0
"14989","calligrapher",1,0
"14990","calligraphy",1,0
"14991","callin",1,0
"14992","calliope",1,0
"14993","caloric",1,0
"14994","calque",1,0
"14995","calquing",1,0
"14996","caltech",1,0
"14997","camel",1,0
"14998","camouflage",1,0
"14999","camouflaged",1,0
"15000","campaigning",1,0
"15001","campaignmonitor",1,0
"15002","campbell's",1,0
"15003","campers",1,0
"15004","camps",1,0
"15005","campuses",1,0
"15006","camus's",1,0
"15007","canada's",1,0
"15008","canaries",1,0
"15009","canberra",1,0
"15010","cancel",1,0
"15011","canceled",1,0
"15012","cancellation",1,0
"15013","cancers",1,0
"15014","candid",1,0
"15015","candidate's",1,0
"15016","candlestick",1,0
"15017","candlesticks",1,0
"15018","candycoat",1,0
"15019","canine",1,0
"15020","cannibal",1,0
"15021","cannibalism",1,0
"15022","cannibals",1,0
"15023","cannons",1,0
"15024","canoodling",1,0
"15025","canot",1,0
"15026","canteens",1,0
"15027","canterbury",1,0
"15028","cantina",1,0
"15029","canton",1,0
"15030","canyon",1,0
"15031","capabilities",1,0
"15032","capably",1,0
"15033","capit",1,0
"15034","capitalist",1,0
"15035","capitis",1,0
"15036","capitulation",1,0
"15037","capitulum",1,0
"15038","capsaicin",1,0
"15039","capstan",1,0
"15040","captioned",1,0
"15041","captioning",1,0
"15042","captors",1,0
"15043","capturing",1,0
"15044","capulet",1,0
"15045","cara",1,0
"15046","carabeef",1,0
"15047","caracau",1,0
"15048","carah",1,0
"15049","carbine",1,0
"15050","carbonation",1,0
"15051","carelessness",1,0
"15052","cargo",1,0
"15053","cargoes",1,0
"15054","cargos",1,0
"15055","carlos",1,0
"15056","carlsmith",1,0
"15057","carlton",1,0
"15058","carlwitthoft",1,0
"15059","carlyle",1,0
"15060","carnies",1,0
"15061","carnival",1,0
"15062","carnivore",1,0
"15063","caro",1,0
"15064","caroilina",1,0
"15065","carole",1,0
"15066","carpenters",1,0
"15067","carpools",1,0
"15068","carstens",1,0
"15069","carta",1,0
"15070","carte",1,0
"15071","carted",1,0
"15072","carter",1,0
"15073","cartesian",1,0
"15074","carting",1,0
"15075","cartoonist",1,0
"15076","cartoony",1,0
"15077","carve",1,0
"15078","cary",1,0
"15079","cased",1,0
"15080","casiiyas",1,0
"15081","casillas",1,0
"15082","cask",1,0
"15083","casselman's",1,0
"15084","castigated",1,0
"15085","casualness",1,0
"15086","casuist",1,0
"15087","catalogue",1,0
"15088","catalogues",1,0
"15089","cataloguing",1,0
"15090","catastrophe",1,0
"15091","catastrophic",1,0
"15092","catb",1,0
"15093","catch'd",1,0
"15094","catcher",1,0
"15095","catchier",1,0
"15096","categorical",1,0
"15097","categorising",1,0
"15098","categorize",1,0
"15099","categorizing",1,0
"15100","catena",1,0
"15101","cater",1,0
"15102","caterer",1,0
"15103","catharism",1,0
"15104","cathedra",1,0
"15105","cathouse",1,0
"15106","cation",1,0
"15107","catullus",1,0
"15108","catweasel",1,0
"15109","caustic",1,0
"15110","cavalierly",1,0
"15111","caved",1,0
"15112","caveman",1,0
"15113","caving",1,0
"15114","cawas",1,0
"15115","caxton",1,0
"15116","cbd",1,0
"15117","cbu",1,0
"15118","ccc",1,0
"15119","cccc",1,0
"15120","cderric",1,0
"15121","cderrick",1,0
"15122","cdo",1,0
"15123","ceases",1,0
"15124","ceda's",1,0
"15125","cedar",1,0
"15126","ceder",1,0
"15127","cedet",1,0
"15128","cedre",1,0
"15129","cedrus",1,0
"15130","cee",1,0
"15131","ceed",1,0
"15132","ceilings",1,0
"15133","cel",1,0
"15134","celebrates",1,0
"15135","celebrities",1,0
"15136","celery",1,0
"15137","celtiberian",1,0
"15138","celto",1,0
"15139","cengage",1,0
"15140","censor",1,0
"15141","censored",1,0
"15142","censoring",1,0
"15143","censure",1,0
"15144","centavos",1,0
"15145","centimes",1,0
"15146","centry",1,0
"15147","cephal",1,0
"15148","cephalization",1,0
"15149","cephalopod",1,0
"15150","cephalotypical",1,0
"15151","cephlin",1,0
"15152","ceptionally",1,0
"15153","cer",1,0
"15154","cerberus's",1,0
"15155","ceremonious",1,0
"15156","cern",1,0
"15157","certification",1,0
"15158","certifications",1,0
"15159","cesar",1,0
"15160","cesargon's",1,0
"15161","cfm",1,0
"15162","cgcampbell",1,0
"15163","cgel's",1,0
"15164","cgi",1,0
"15165","cha",1,0
"15166","chablis",1,0
"15167","chairman",1,0
"15168","chaiz",1,0
"15169","chamberlain's",1,0
"15170","champion",1,0
"15171","championed",1,0
"15172","chan's",1,0
"15173","chanc",1,0
"15174","chandigarh",1,0
"15175","chandra",1,0
"15176","changeable",1,0
"15177","channelize",1,0
"15178","chant",1,0
"15179","chanted",1,0
"15180","chants",1,0
"15181","chao",1,0
"15182","chapeau",1,0
"15183","chapels",1,0
"15184","char",1,0
"15185","characteristically",1,0
"15186","characterless",1,0
"15187","charging",1,0
"15188","charisma",1,0
"15189","charismatic",1,0
"15190","charm",1,0
"15191","charms",1,0
"15192","charon",1,0
"15193","chartable",1,0
"15194","chasen",1,0
"15195","chases",1,0
"15196","chasm",1,0
"15197","chaste",1,0
"15198","chastise",1,0
"15199","chastity",1,0
"15200","chatlog",1,0
"15201","chatting",1,0
"15202","chaucerian",1,0
"15203","chauvinistic",1,0
"15204","cheapest",1,0
"15205","cheapness",1,0
"15206","cheats",1,0
"15207","checker",1,0
"15208","checkers",1,0
"15209","checklist",1,0
"15210","checkouts",1,0
"15211","cheeky",1,0
"15212","cheer",1,0
"15213","cheerful",1,0
"15214","cheering",1,0
"15215","cheerio",1,0
"15216","cheeseburger",1,0
"15217","cheesecake",1,0
"15218","cheesy",1,0
"15219","cheif",1,0
"15220","chemic",1,0
"15221","chemicals",1,0
"15222","cheose",1,0
"15223","chepil",1,0
"15224","chepner",1,0
"15225","cher",1,0
"15226","cherish",1,0
"15227","cherished",1,0
"15228","chernobyl",1,0
"15229","cherry",1,0
"15230","cheshire",1,0
"15231","chesterton's",1,0
"15232","chestnut",1,0
"15233","chests",1,0
"15234","chevon",1,0
"15235","chevrons",1,0
"15236","chewple",1,0
"15237","chharvey's",1,0
"15238","chi",1,0
"15239","chiara",1,0
"15240","chibnik",1,0
"15241","chic",1,0
"15242","chickenhawk",1,0
"15243","chickin",1,0
"15244","chicks",1,0
"15245","chikuma",1,0
"15246","childermas",1,0
"15247","childhoods",1,0
"15248","chile",1,0
"15249","chiliastic",1,0
"15250","chill'in",1,0
"15251","chilled",1,0
"15252","chilling",1,0
"15253","chimera",1,0
"15254","chimes",1,0
"15255","chimney",1,0
"15256","chin",1,0
"15257","chino",1,0
"15258","chins",1,0
"15259","chip",1,0
"15260","chipmunk",1,0
"15261","chippie",1,0
"15262","chiropractor",1,0
"15263","chit",1,0
"15264","chlo",1,0
"15265","chockas",1,0
"15266","chocolates",1,0
"15267","cholera",1,0
"15268","cholmondeleys",1,0
"15269","chomsky's",1,0
"15270","choosy",1,0
"15271","chopper",1,0
"15272","chore",1,0
"15273","chores",1,0
"15274","choudhury's",1,0
"15275","chowing",1,0
"15276","chreasters",1,0
"15277","chrisb",1,0
"15278","chrishayes",1,0
"15279","christianized",1,0
"15280","chron",1,0
"15281","chronicles",1,0
"15282","chronicling",1,0
"15283","chronological",1,0
"15284","chronology",1,0
"15285","chronos",1,0
"15286","chrylis",1,0
"15287","chuck's",1,0
"15288","chucker",1,0
"15289","chuckled",1,0
"15290","chugs",1,0
"15291","chumleys",1,0
"15292","chunchikmil",1,0
"15293","chunk",1,0
"15294","chur",1,0
"15295","churchman's",1,0
"15296","churchmen",1,0
"15297","churn",1,0
"15298","chutzpah",1,0
"15299","chux",1,0
"15300","cia",1,0
"15301","ciboire",1,0
"15302","cigarette",1,0
"15303","cigarettes",1,0
"15304","cigars",1,0
"15305","cinematic",1,0
"15306","cinephilic",1,0
"15307","cinque",1,0
"15308","cipher",1,0
"15309","circean",1,0
"15310","circuit",1,0
"15311","circuitous",1,0
"15312","circumscribed",1,0
"15313","circumventing",1,0
"15314","cise",1,0
"15315","cistercian",1,0
"15316","cit",1,0
"15317","citizenship",1,0
"15318","civilisation",1,0
"15319","civilizations",1,0
"15320","cjvlang",1,0
"15321","ck",1,0
"15322","cken",1,0
"15323","cker",1,0
"15324","clad",1,0
"15325","claire's",1,0
"15326","clampet's",1,0
"15327","clan",1,0
"15328","clap",1,0
"15329","clapping",1,0
"15330","clapton",1,0
"15331","claptrap",1,0
"15332","clar",1,0
"15333","clara",1,0
"15334","clarendon",1,0
"15335","clark",1,0
"15336","clarkson",1,0
"15337","clash",1,0
"15338","classed",1,0
"15339","classically",1,0
"15340","classicist",1,0
"15341","classics",1,0
"15342","classifications",1,0
"15343","classist",1,0
"15344","classmates",1,0
"15345","classrooms",1,0
"15346","clast",1,0
"15347","claudian",1,0
"15348","cleanest",1,0
"15349","cleanly",1,0
"15350","cleanup",1,0
"15351","clearacknowledge",1,0
"15352","clearance",1,0
"15353","clearlier",1,0
"15354","cleaver",1,0
"15355","cleft's",1,0
"15356","clefts",1,0
"15357","clerical",1,0
"15358","clerks",1,0
"15359","cleverer",1,0
"15360","clickable",1,0
"15361","clientele",1,0
"15362","cliff",1,0
"15363","cliffs",1,0
"15364","climate",1,0
"15365","climatic",1,0
"15366","climb",1,0
"15367","climbing",1,0
"15368","clinking",1,0
"15369","clip's",1,0
"15370","clipart",1,0
"15371","clipboard",1,0
"15372","cliques",1,0
"15373","clitic",1,0
"15374","closable",1,0
"15375","closeted",1,0
"15376","closure",1,0
"15377","clothe",1,0
"15378","cloths",1,0
"15379","clowes",1,0
"15380","cluelessness",1,0
"15381","clumped",1,0
"15382","clung",1,0
"15383","clunkier",1,0
"15384","clunky",1,0
"15385","clusters",1,0
"15386","cluttered",1,0
"15387","clutters",1,0
"15388","cnduo't",1,0
"15389","coachman",1,0
"15390","coachman's",1,0
"15391","coarticulation",1,0
"15392","coaster",1,0
"15393","coastlines",1,0
"15394","coats",1,0
"15395","coauthor",1,0
"15396","cob",1,0
"15397","cobbler's",1,0
"15398","cobblers",1,0
"15399","coca's",1,0
"15400","cocaine",1,0
"15401","cochon",1,0
"15402","cockiness",1,0
"15403","cockney",1,0
"15404","cocksure",1,0
"15405","cocktails",1,0
"15406","coctus",1,0
"15407","codependent",1,0
"15408","codepoints",1,0
"15409","coder",1,0
"15410","coderatheart",1,0
"15411","codified",1,0
"15412","codpiece",1,0
"15413","cody",1,0
"15414","codygray",1,0
"15415","coe",1,0
"15416","coexist",1,0
"15417","coexistence",1,0
"15418","coffees",1,0
"15419","coffey",1,0
"15420","cognating",1,0
"15421","cognitively",1,0
"15422","cohen",1,0
"15423","cohen's",1,0
"15424","coherence",1,0
"15425","cohesive",1,0
"15426","cohortative",1,0
"15427","cohorts",1,0
"15428","coil",1,0
"15429","coinages",1,0
"15430","coincide",1,0
"15431","coincidentally",1,0
"15432","coinsidentally",1,0
"15433","cois",1,0
"15434","coitus",1,0
"15435","colcolough",1,0
"15436","colder",1,0
"15437","coldness",1,0
"15438","coleridge",1,0
"15439","coles",1,0
"15440","colinfine",1,0
"15441","coliseum",1,0
"15442","collaborating",1,0
"15443","collaborative",1,0
"15444","collapsed",1,0
"15445","collapsing",1,0
"15446","collaterals",1,0
"15447","collections",1,0
"15448","collector",1,0
"15449","collector's",1,0
"15450","collectors",1,0
"15451","colleen's",1,0
"15452","colleges",1,0
"15453","collegians",1,0
"15454","collide",1,0
"15455","colliery",1,0
"15456","collision",1,0
"15457","collocates",1,0
"15458","collocations",1,0
"15459","colloquiality",1,0
"15460","colloquialization",1,0
"15461","collusion",1,0
"15462","colonelisation",1,0
"15463","colonialism",1,0
"15464","colonised",1,0
"15465","colonists",1,0
"15466","coloration",1,0
"15467","coloratura",1,0
"15468","colorless",1,0
"15469","colouring",1,0
"15470","columbian",1,0
"15471","columbo's",1,0
"15472","coma",1,0
"15473","comb",1,0
"15474","combatants",1,0
"15475","comedic",1,0
"15476","comedies",1,0
"15477","comee",1,0
"15478","comicana",1,0
"15479","comin",1,0
"15480","comingled",1,0
"15481","commandeer",1,0
"15482","commandment",1,0
"15483","commandments",1,0
"15484","commando",1,0
"15485","commandos",1,0
"15486","commemoration",1,0
"15487","commenced",1,0
"15488","commencement",1,0
"15489","commend",1,0
"15490","commendable",1,0
"15491","commendations",1,0
"15492","commensurately",1,0
"15493","commentor",1,0
"15494","commercially",1,0
"15495","commercio",1,0
"15496","commission",1,0
"15497","commissioner",1,0
"15498","commitee",1,0
"15499","commitments",1,0
"15500","commn",1,0
"15501","commonalities",1,0
"15502","commoner",1,0
"15503","commonsense",1,0
"15504","communal",1,0
"15505","communicator",1,0
"15506","communism",1,0
"15507","communists",1,0
"15508","commuters",1,0
"15509","compactness",1,0
"15510","compares",1,0
"15511","compartment",1,0
"15512","compassion",1,0
"15513","compatibility",1,0
"15514","compatriots",1,0
"15515","compellingly",1,0
"15516","compered",1,0
"15517","competed",1,0
"15518","competitiveness",1,0
"15519","compile",1,0
"15520","compiling",1,0
"15521","complementing",1,0
"15522","completing",1,0
"15523","complexities",1,0
"15524","compleynt",1,0
"15525","complicity",1,0
"15526","complied",1,0
"15527","compo",1,0
"15528","compose",1,0
"15529","compositionally",1,0
"15530","compositions",1,0
"15531","compositors",1,0
"15532","comprehending",1,0
"15533","comprehensibility",1,0
"15534","comprehensiveness",1,0
"15535","comprehesively",1,0
"15536","compress",1,0
"15537","compressed",1,0
"15538","compresses",1,0
"15539","comprised",1,0
"15540","compromised",1,0
"15541","compromising",1,0
"15542","compulsion",1,0
"15543","compulsive",1,0
"15544","compunctum",1,0
"15545","computationally",1,0
"15546","compute",1,0
"15547","computerese",1,0
"15548","computerish",1,0
"15549","computerized",1,0
"15550","comunism",1,0
"15551","conceals",1,0
"15552","conceit",1,0
"15553","conceive",1,0
"15554","concentrated",1,0
"15555","concentrating",1,0
"15556","concentric",1,0
"15557","conception",1,0
"15558","concertina",1,0
"15559","concious",1,0
"15560","conciously",1,0
"15561","conciousness",1,0
"15562","concisely",1,0
"15563","conciseness",1,0
"15564","conclusively",1,0
"15565","concocted",1,0
"15566","concoction",1,0
"15567","concomitant",1,0
"15568","concordance",1,0
"15569","concords",1,0
"15570","concr",1,0
"15571","concurrence",1,0
"15572","concurring",1,0
"15573","concussion",1,0
"15574","condemn",1,0
"15575","condemnation",1,0
"15576","condemnations",1,0
"15577","condemnatory",1,0
"15578","condensation",1,0
"15579","condescendingly",1,0
"15580","condescension",1,0
"15581","condign",1,0
"15582","conditioned",1,0
"15583","conditioning",1,0
"15584","conductor",1,0
"15585","confer",1,0
"15586","confessing",1,0
"15587","confesslaw",1,0
"15588","confide",1,0
"15589","confidentially",1,0
"15590","configurability",1,0
"15591","confines",1,0
"15592","confirming",1,0
"15593","conflagration",1,0
"15594","conflated",1,0
"15595","conflating",1,0
"15596","confounded",1,0
"15597","confrontation",1,0
"15598","confronted",1,0
"15599","confucius's",1,0
"15600","confusions",1,0
"15601","confustication",1,0
"15602","congee",1,0
"15603","congenital",1,0
"15604","conglomerate",1,0
"15605","conglomeration",1,0
"15606","congnitive",1,0
"15607","congreg",1,0
"15608","congregate",1,0
"15609","congress's",1,0
"15610","congressmen",1,0
"15611","congruency",1,0
"15612","coniferous",1,0
"15613","conjectural",1,0
"15614","conjectures",1,0
"15615","conjoin",1,0
"15616","conjoining",1,0
"15617","conjointly",1,0
"15618","conjuctions",1,0
"15619","conman",1,0
"15620","connaisseur",1,0
"15621","connectedness",1,0
"15622","connections",1,0
"15623","connective",1,0
"15624","conner",1,0
"15625","connotate",1,0
"15626","connotationally",1,0
"15627","conquerors",1,0
"15628","conquests",1,0
"15629","conquista",1,0
"15630","conract",1,0
"15631","conroy",1,0
"15632","cons's",1,0
"15633","consciousness",1,0
"15634","consecrated",1,0
"15635","consecutively",1,0
"15636","consensually",1,0
"15637","consenting",1,0
"15638","conserve",1,0
"15639","consitutes",1,0
"15640","consol",1,0
"15641","consolation",1,0
"15642","console",1,0
"15643","consonance",1,0
"15644","consortiumnews",1,0
"15645","conspicuously",1,0
"15646","const",1,0
"15647","consternation",1,0
"15648","constituci",1,0
"15649","constituency",1,0
"15650","constituents",1,0
"15651","constitutions",1,0
"15652","constructing",1,0
"15653","consull",1,0
"15654","consultant",1,0
"15655","consulting",1,0
"15656","consumerism",1,0
"15657","cont",1,0
"15658","contagion",1,0
"15659","containers",1,0
"15660","containment",1,0
"15661","contaminated",1,0
"15662","contamination",1,0
"15663","contaynyng",1,0
"15664","contd",1,0
"15665","contemplated",1,0
"15666","contemporaries",1,0
"15667","contended",1,0
"15668","contenders",1,0
"15669","contented",1,0
"15670","contentious",1,0
"15671","contextually",1,0
"15672","contingents",1,0
"15673","continous",1,0
"15674","continuating",1,0
"15675","contorted",1,0
"15676","contortions",1,0
"15677","contraband",1,0
"15678","contractual",1,0
"15679","contrarily",1,0
"15680","contriving",1,0
"15681","controls",1,0
"15682","controversie",1,0
"15683","contxt",1,0
"15684","convene",1,0
"15685","conveniencing",1,0
"15686","convent",1,0
"15687","conventionally",1,0
"15688","converge",1,0
"15689","converging",1,0
"15690","conversationally",1,0
"15691","conversing",1,0
"15692","converter",1,0
"15693","convertible",1,0
"15694","convicted",1,0
"15695","convinces",1,0
"15696","convolving",1,0
"15697","cooparate",1,0
"15698","cooper",1,0
"15699","cooper's",1,0
"15700","cooperate",1,0
"15701","coopt",1,0
"15702","coordinare",1,0
"15703","coordinates",1,0
"15704","cop",1,0
"15705","cope",1,0
"15706","copout",1,0
"15707","copperkettle",1,0
"15708","copula",1,0
"15709","copular",1,0
"15710","copulative",1,0
"15711","copyediting",1,0
"15712","copyeditor",1,0
"15713","copyrighted",1,0
"15714","copywriter",1,0
"15715","coquere",1,0
"15716","corby",1,0
"15717","cord",1,0
"15718","cordially",1,0
"15719","cornbread",1,0
"15720","corollaries",1,0
"15721","coronal",1,0
"15722","coronation",1,0
"15723","coronel",1,0
"15724","coroner",1,0
"15725","corp",1,0
"15726","corporal",1,0
"15727","corporality",1,0
"15728","corporeality",1,0
"15729","corps",1,0
"15730","corpse",1,0
"15731","corpuses",1,0
"15732","correlated",1,0
"15733","correlative",1,0
"15734","corroborate",1,0
"15735","corroborated",1,0
"15736","corrumpit",1,0
"15737","corsage",1,0
"15738","cort",1,0
"15739","cortesia",1,0
"15740","cortical",1,0
"15741","corvids",1,0
"15742","cosh",1,0
"15743","cosham",1,0
"15744","cosleeping",1,0
"15745","cosominating",1,0
"15746","cosplaying",1,0
"15747","costa",1,0
"15748","costello",1,0
"15749","costly",1,0
"15750","cot",1,0
"15751","coti",1,0
"15752","cott",1,0
"15753","cottage",1,0
"15754","cottages",1,0
"15755","couched",1,0
"15756","couching",1,0
"15757","cougar",1,0
"15758","cough",1,0
"15759","coughcobolcough",1,0
"15760","could've",1,0
"15761","couleur",1,0
"15762","counseling",1,0
"15763","countables",1,0
"15764","countdown",1,0
"15765","countenance",1,0
"15766","counteract",1,0
"15767","counterintuitive",1,0
"15768","courier",1,0
"15769","courriel",1,0
"15770","courted",1,0
"15771","courtesan",1,0
"15772","courthouse",1,0
"15773","courting",1,0
"15774","couvray",1,0
"15775","covenant",1,0
"15776","coverdale",1,0
"15777","coverup",1,0
"15778","coves",1,0
"15779","coward's",1,0
"15780","cowards",1,0
"15781","cowboys",1,0
"15782","cpu",1,0
"15783","crabb",1,0
"15784","cradle",1,0
"15785","crafty",1,0
"15786","cramped",1,0
"15787","crams",1,0
"15788","crane's",1,0
"15789","crankery",1,0
"15790","cranks",1,0
"15791","cranky",1,0
"15792","crappiest",1,0
"15793","crappy",1,0
"15794","crates",1,0
"15795","cravanter",1,0
"15796","craventer",1,0
"15797","craving",1,0
"15798","crayon",1,0
"15799","craziness",1,0
"15800","creationists",1,0
"15801","creations",1,0
"15802","cred",1,0
"15803","crede",1,0
"15804","credence",1,0
"15805","credentialed",1,0
"15806","credit's",1,0
"15807","credits",1,0
"15808","credos",1,0
"15809","cree",1,0
"15810","creeme",1,0
"15811","creep",1,0
"15812","creeper",1,0
"15813","creepy",1,0
"15814","creid",1,0
"15815","crennan",1,0
"15816","creoles",1,0
"15817","crepe",1,0
"15818","crepida",1,0
"15819","crept",1,0
"15820","crewed",1,0
"15821","crewmen",1,0
"15822","crews",1,0
"15823","crier",1,0
"15824","crikey",1,0
"15825","criminal",1,0
"15826","cringes",1,0
"15827","cripes",1,0
"15828","crippled",1,0
"15829","criseyde",1,0
"15830","crissov",1,0
"15831","criticise",1,0
"15832","criticises",1,0
"15833","criticising",1,0
"15834","criticisms",1,0
"15835","criticizers",1,0
"15836","criticizes",1,0
"15837","critics",1,0
"15838","critiqued",1,0
"15839","critiquing",1,0
"15840","criuse",1,0
"15841","crobar",1,0
"15842","crockatt",1,0
"15843","croessman",1,0
"15844","croissant",1,0
"15845","cromulence",1,0
"15846","cromulent",1,0
"15847","crooks",1,0
"15848","crops",1,0
"15849","crosses",1,0
"15850","crosspiece",1,0
"15851","crosstown",1,0
"15852","crosswords",1,0
"15853","crowdedness",1,0
"15854","crowder",1,0
"15855","crowed",1,0
"15856","crowley",1,0
"15857","crucified",1,0
"15858","cruddy",1,0
"15859","crudely",1,0
"15860","cruder",1,0
"15861","cruelty",1,0
"15862","cruikshank",1,0
"15863","crumb",1,0
"15864","crumbles",1,0
"15865","crummy",1,0
"15866","crumpled",1,0
"15867","crumpling",1,0
"15868","crushing",1,0
"15869","cryptic",1,0
"15870","crypto",1,0
"15871","cryptotype",1,0
"15872","csal",1,0
"15873","csnews",1,0
"15874","ct",1,0
"15875","cub",1,0
"15876","cuban",1,0
"15877","cubed",1,0
"15878","cuckolded",1,0
"15879","cucumber",1,0
"15880","cuddled",1,0
"15881","cuddly",1,0
"15882","cuisines",1,0
"15883","cuius",1,0
"15884","culod",1,0
"15885","culpability",1,0
"15886","culprit",1,0
"15887","culprits",1,0
"15888","cult",1,0
"15889","cultivate",1,0
"15890","cultivated",1,0
"15891","culturalist",1,0
"15892","cumulative",1,0
"15893","cunnan",1,0
"15894","cunt",1,0
"15895","cuny",1,0
"15896","cupbearers",1,0
"15897","cupit",1,0
"15898","cur",1,0
"15899","curates",1,0
"15900","curbed",1,0
"15901","curd",1,0
"15902","curing",1,0
"15903","curiosities",1,0
"15904","curl",1,0
"15905","curled",1,0
"15906","currents",1,0
"15907","curricula",1,0
"15908","curricular",1,0
"15909","curry",1,0
"15910","currying",1,0
"15911","curtains",1,0
"15912","curtesie",1,0
"15913","cushion",1,0
"15914","cussed",1,0
"15915","customised",1,0
"15916","customize",1,0
"15917","cutesy",1,0
"15918","cutie",1,0
"15919","cutlery",1,0
"15920","cutlines",1,0
"15921","cuttable",1,0
"15922","cuyo",1,0
"15923","cuz",1,0
"15924","cvcow",1,0
"15925","cvl",1,0
"15926","cvs",1,0
"15927","cyanide",1,0
"15928","cybernetics",1,0
"15929","cyclical",1,0
"15930","cyclicity",1,0
"15931","cyclist",1,0
"15932","cyclists",1,0
"15933","cykopf",1,0
"15934","cyldam",1,0
"15935","cyn",1,0
"15936","cynerice",1,0
"15937","cynge",1,0
"15938","cynically",1,0
"15939","cyno",1,0
"15940","cyrene",1,0
"15941","cyrillic",1,0
"15942","d'alem",1,0
"15943","d'amiens",1,0
"15944","d'aquem",1,0
"15945","d'oh",1,0
"15946","daaaaaaaaad",1,0
"15947","dabba",1,0
"15948","dabbles",1,0
"15949","dace",1,0
"15950","dactyllic",1,0
"15951","dactyls",1,0
"15952","daies",1,0
"15953","dailywritingtips",1,0
"15954","dairy",1,0
"15955","dakota",1,0
"15956","dales",1,0
"15957","dalewilson",1,0
"15958","dam",1,0
"15959","damaging",1,0
"15960","damien",1,0
"15961","dammit",1,0
"15962","damning",1,0
"15963","damnit",1,0
"15964","dampens",1,0
"15965","dampf",1,0
"15966","damsels",1,0
"15967","danced",1,0
"15968","dancers",1,0
"15969","dancing",1,0
"15970","dandelion",1,0
"15971","danelaw",1,0
"15972","danemark",1,0
"15973","dangerously",1,0
"15974","dangle",1,0
"15975","dangph",1,0
"15976","danielazuelos",1,0
"15977","danielt",1,0
"15978","dannysauer",1,0
"15979","dantzig",1,0
"15980","daoine",1,0
"15981","dared",1,0
"15982","daresay",1,0
"15983","darkenfog",1,0
"15984","darker",1,0
"15985","darkest",1,0
"15986","darkly",1,0
"15987","daro",1,0
"15988","darshanchaudhary",1,0
"15989","darth",1,0
"15990","dashing",1,0
"15991","dat",1,0
"15992","datablog",1,0
"15993","datas",1,0
"15994","datasets",1,0
"15995","dateless",1,0
"15996","datum's",1,0
"15997","daub",1,0
"15998","daughter's",1,0
"15999","daunting",1,0
"16000","dauphin",1,0
"16001","davidheffernan",1,0
"16002","davidm",1,0
"16003","davidm's",1,0
"16004","davidwallace",1,0
"16005","davis",1,0
"16006","davy",1,0
"16007","dawned",1,0
"16008","dawning",1,0
"16009","day's",1,0
"16010","dayes",1,0
"16011","daz",1,0
"16012","dazzle",1,0
"16013","db",1,0
"16014","dcshannon",1,0
"16015","dd",1,0
"16016","deactivate",1,0
"16017","deadline",1,0
"16018","dealings",1,0
"16019","dean's",1,0
"16020","deanresin",1,0
"16021","dearbhfhlaith",1,0
"16022","dearth",1,0
"16023","deathmonger",1,0
"16024","deayton",1,0
"16025","deb",1,0
"16026","debatable",1,0
"16027","debateable",1,0
"16028","debates",1,0
"16029","deborah",1,0
"16030","debrett's",1,0
"16031","debris",1,0
"16032","debs",1,0
"16033","debugging",1,0
"16034","debunking",1,0
"16035","debuted",1,0
"16036","decaffeinated",1,0
"16037","decalin",1,0
"16038","decapitation",1,0
"16039","deceased",1,0
"16040","deceit",1,0
"16041","deceived",1,0
"16042","decelerators",1,0
"16043","dechesthai",1,0
"16044","deciders",1,0
"16045","decimalized",1,0
"16046","decimals",1,0
"16047","deciphering",1,0
"16048","decir",1,0
"16049","decisively",1,0
"16050","declaring",1,0
"16051","declined",1,0
"16052","declining",1,0
"16053","decoding",1,0
"16054","decompile",1,0
"16055","decompose",1,0
"16056","deconstruction",1,0
"16057","decorate",1,0
"16058","decorating",1,0
"16059","decree",1,0
"16060","decribed",1,0
"16061","decry",1,0
"16062","decyphered",1,0
"16063","ded",1,0
"16064","deda",1,0
"16065","dedes",1,0
"16066","dedicates",1,0
"16067","deduce",1,0
"16068","deeble",1,0
"16069","deeming",1,0
"16070","deers",1,0
"16071","deescalate",1,0
"16072","defaced",1,0
"16073","defamatory",1,0
"16074","defame",1,0
"16075","defaults",1,0
"16076","defeats",1,0
"16077","defecated",1,0
"16078","defenceless",1,0
"16079","defences",1,0
"16080","defended",1,0
"16081","defender",1,0
"16082","defenders",1,0
"16083","defenses",1,0
"16084","defensible",1,0
"16085","defiance",1,0
